Type,id
ApplicationComponent,100330_Arrow Truck Website
DataObject,101_机构信息表 Org Info Table
WorkPackage,1017055 - VFS-TR-Manage-Engine-Tool
WorkPackage,1017081 - VFS-TR-Localisation-Of-IP-Addresses
WorkPackage,1017103 - VFS-TR-EGM-Module-Integration
WorkPackage,1017104 - VFS-TR-Dealer Integration and Document Management
WorkPackage,1017108 - VFS-TR-Credit-Bureau-Integration
WorkPackage,1017111 - VFS-TR-ATROE Calculation & PA Process
WorkPackage,1017112 - VFS-TR-Connect Campaign Functionality
WorkPackage,1017113 - VFS-TR-Connect Risk-Based Approach
WorkPackage,1017114 - VFS-TR-Connect Credit Approval Process
DataObject,102_员工信息表 Employee Info Table
ApplicationComponent,102424_Title & License
ApplicationComponent,102426_ServU
DataObject,103_股东信息表 Shareholder Info Table
ApplicationComponent,103069_Clockify
ApplicationComponent,103120_VFS Americas Infrastructure
ApplicationComponent,103587_Adobe Sign
ApplicationComponent,103858_uPilot
DataObject,104_合作机构信息 Partnership Org Info
ApplicationComponent,104021_Evo4Web
ApplicationComponent,104761_DBB API
DataObject,105_账户信息表 Account Info Table
ApplicationComponent,105495_VFS Japan MailDealer
ApplicationComponent,105686_Irish Credit Register
ApplicationComponent,105690_RTM
ApplicationComponent,105751_OCR
ApplicationComponent,105754_Copado
ApplicationComponent,105756_CIP
ApplicationComponent,105757_Windstream
ApplicationComponent,105836_Monarch
ApplicationComponent,106188_Onguard-VFS
ApplicationComponent,106231_Iron Mountain
ApplicationComponent,106275_China 2G PBOC Upload
ApplicationComponent,106333_India e-Sign
ApplicationComponent,106358_Sales Connect - VFS EMEA
ApplicationComponent,106611_VFS China AMFE
ApplicationComponent,106874_Punch Out 2 Go
ApplicationComponent,107166_Bank of Slovenia
ApplicationComponent,109413_VFS Volvo Finance
ApplicationComponent,109443_VFS Japan File Transfer Application
ApplicationComponent,109444_VFS Japan Quick Quotation Application
ApplicationComponent,109445_VFS Japan Report Center
ApplicationComponent,109890_1C Ferronordic
BusinessProcess,11 Contract End Administration - Repossession and Legal Asset Recovery
ValueStream,11 Finance Optimization
BusinessProcess,11 Get Customer Product Delivery Channel Transaction from Originations System
Outcome,11 Post-Sales Satisfaction Survey
Requirement,11 Reporting
Goal,11 Take my Feedback into Account
Driver,11 Work Order in hand analysis
Requirement,11.01 Collection manager expect system provide monthly work assignment (work assignment of each person on the first working day of each month)
BusinessProcess,11.01 Repossession
BusinessProcess,11.01.01 Approve Contract for Repossession Process and Estimated Write-Off
BusinessProcess,11.01.02 Customer Signs Remarketing & Debt Settlement Agreements
BusinessProcess,11.01.03 Review Signed Remarketing and Debt Settlement Agreement
BusinessProcess,11.01.04 Assign to Agent for Physical Repossession
BusinessProcess,11.01.05 Repossession Agent Selection and Approval
BusinessProcess,11.01.06 Monitor & Document Repo Agent Progress
BusinessProcess,11.01.07 Review Repossession Efforts
BusinessProcess,11.01.08 Send Acceleration of Rental & Lease Termination Notice
BusinessProcess,11.01.09 Perform & Document Dealer Collection Efforts
BusinessProcess,11.01.10 Review Dealer Buy Back Collection Efforts
BusinessProcess,11.01.11 Perform & Document Dealer Buy Back Efforts
BusinessProcess,11.01.12 Review and Approve VCE Buy Back
BusinessProcess,11.01.13 Bank Wire
Requirement,"11.02 CSO check overdue trucks GPS: system allow user to upload truck GPS, system show reminder for the trucks which GPS is not online,  then CSO will contact customer to double check, then CSO can input check records: if Online, then OK"
BusinessProcess,11.02 Legal Asset Recovery
BusinessProcess,11.02.01 Approve Contract for Legal Recovery Process
BusinessProcess,11.02.02 Select Attorney for Certificate Registration & Assign
BusinessProcess,11.02.03 Select Attorney for filing Judgment & Assign
BusinessProcess,11.02.04 Review Attorney Work Weekly
BusinessProcess,11.02.05 Approve Attorney Engagement
BusinessProcess,11.02.06 Document Legal Efforts Review in Monthly
BusinessProcess,11.02.07 Received Judgment or Certification of Notarial Deed
BusinessProcess,11.02.08 Court & Judge Secure Asset
BusinessProcess,11.02.09 Court Appraisal & Sale
BusinessProcess,11.02.10 Sale Proceeds by Bank Wire
BusinessProcess,11.02.11 Review Contracts for Applicable Dealer Recourse & Collect
BusinessProcess,11.02.12 Receipt and Application of Bank Wire for Dealer Recourse
BusinessProcess,11.02.13 Approve Write-Off of Legal Asset Recovery Contract
BusinessProcess,11.02.14 Notification to Dispose the Contract
BusinessProcess,11.02.15 Documentation of Disposition Request in CMS
BusinessProcess,11.02.16 Notification to Operatons to Dispose Contract
Requirement,"11.03 CSO check overdue trucks GPS: system allow user to upload truck GPS, system show reminder for the trucks which GPS is not online,  then CSO will contact customer to double check, then CSO can input check records.: If Offline, then contact customer to double check"
Requirement,"11.04 CSO check overdue trucks GPS: system allow user to upload truck GPS, system show reminder for the trucks which GPS is not online,  then CSO will contact customer to double check, then CSO can input check records: historical data analysis capability"
Requirement,"11.05 system can generate Daily, Weekly and monthly report depending on VCE request. (VFS internal and external (for VCE) 电话记录 拜访报告, collection performance report,完成量，Repo合同的报告分析。)"
Requirement,11.06 User expect the system can generate the insurance related reports (monthly) (as is: manually take from CMS and prepare the reports for accounting to calculate the commission split.) (how to share the Insurance income with dealer. Now only pingan insurance fee is in the scope.)
BusinessProcess,110 Business Development
ApplicationComponent,110224_API Platform
BusinessProcess,111 Strategy
BusinessProcess,111:1 Approve Company Business Plan
ApplicationComponent,111004_Generic Bank Application
ApplicationComponent,111072_VFS EMEA DWH R2
ApplicationComponent,111257_China-E-Signature
ApplicationComponent,111604_Lindorff
ApplicationComponent,111625_VFS Global Navision
ApplicationComponent,111788_Phrase
BusinessProcess,112 New Market Entry
ApplicationComponent,112370_VFS China Routing Service
ApplicationComponent,112371_KOINE
ApplicationComponent,112599_AGS Data Extractor
ApplicationComponent,112847_VFS Americas CTBIVFS
BusinessProcess,113 Business Intelligence
ApplicationComponent,113823_CN Contract Signing Witness
ApplicationComponent,113977_VFS Intl Navision
ApplicationComponent,114308_ZenGRC
ApplicationComponent,114377_Xakia
ApplicationComponent,114632_VFS China EAST
ApplicationComponent,115007_India Credit Portal
ApplicationComponent,115255_SiteShop CMS Integration
ApplicationComponent,115679_TWS - Total Wholesale Solution
ApplicationComponent,115959_VFS OC CEP
ApplicationComponent,116476_Global Protect App
ApplicationComponent,116753_VFS China IMAS
ApplicationComponent,117018_VFS NA Automation
ApplicationComponent,117598_VG-API
ApplicationComponent,117712_VFS Fin. Platform Accounting Engine
ApplicationComponent,118471_CTEXPERIAN
ApplicationComponent,118853_Finscan VFS Global
ApplicationComponent,119401_VFS CN Private Cloud
ApplicationComponent,119960_VFS China Quick Quotation Tool
ApplicationComponent,119961_VFS China ABC Direct Debit Authorization System
ApplicationComponent,119962_VFS China Payment Allocation Tool
ApplicationComponent,119963_AML Compliance Module
Requirement,12 Allocation
Driver,12 Collateral Gap Calculation
Goal,12 Ease of Use / Transparency & Accuracy
ValueStream,12 Ecosystem Management
Outcome,12 Receive & Pay Invoices
BusinessProcess,12 Repossession Audit
BusinessProcess,12 Risk Calculation in RBA Module
Requirement,"12.01 User can upload bank receipt records and down load allocation remittance report based on the configured rules. (Single payment allocated to mutipule contracts, and synchronized to CMS.)"
BusinessProcess,120 Office Security
BusinessProcess,120:1 Approve Security Officer Duty
BusinessProcess,120:2 Approve Volvo Group Office Blue Risk Scoring Assessment
BusinessProcess,120:3 Approve Gap / Risk Analysis
ApplicationComponent,120010_VFS Financial Spreading
ApplicationComponent,120011_Pagero
ApplicationComponent,120298_VFS China Invoice Verification Tool
ApplicationComponent,120776_Zuora Billing and Subscription Management SaaS
ApplicationComponent,120817_USU Aspere License Management
ApplicationComponent,120886_Data Portal
ApplicationComponent,120951_India eNACH mandate registration system
ApplicationComponent,121150_Manage Engine Central Logging Tool
ApplicationComponent,121719_Simple Document Management
ApplicationComponent,121820_OwnBackup VFS
ApplicationComponent,122226_Volvo Connect Widget
ApplicationComponent,122282_Credit Registry (Russia)
ApplicationComponent,122285_MARSHSAT (Russia)
ApplicationComponent,122603_Financial Spreading - Region Int.
ApplicationComponent,122764_VFS China DSG
ApplicationComponent,122767_eControl
ApplicationComponent,123248_VFS China Secure File Transfer Proto
ApplicationComponent,123608_Archi Modeling Tool
ApplicationComponent,123860_VG EaaS Platform
ApplicationComponent,124087_VFS NA Blackline
ApplicationComponent,124457_VFS Operational Control Enablement Platform
ApplicationComponent,124458_VFS Connected Insurance Platform
ApplicationComponent,125065_Medallia Experience Cloud
ApplicationComponent,125234_VFS Korea Home Office Solution
ApplicationComponent,125355_Ellisphere VFS
ApplicationComponent,125602_Data Pond Regions NC & SW
ApplicationComponent,125742_Data Pond IT Finance
ApplicationComponent,125828_2Z Solucoes for Rental
ApplicationComponent,126058_Data Pond DVA
ApplicationComponent,126194_Vienna OBS
ApplicationComponent,126195_Coreview BanQsoft
ApplicationComponent,126340_Data Pond DQ
ApplicationComponent,126341_Data Pond Originations
ApplicationComponent,126359_Suspicious Transaction Reporting
ApplicationComponent,126366_CTFIDC
ApplicationComponent,126441_Data Pond Portfolio Integrity
ApplicationComponent,126497_Data Pond Telematics
ApplicationComponent,126498_Data Pond AML
ApplicationComponent,126503_Data Pond INV
ApplicationComponent,126504_Data Pond Regional Dashboards
ApplicationComponent,126574_LCV Wagonex
ApplicationComponent,126794_CTWatchDOC
ApplicationComponent,126843_Data Pond DSS
ApplicationComponent,126887_Pergamin
ApplicationComponent,126888_CTActio
ApplicationComponent,126889_Excon Services
ApplicationComponent,127389_Data Pond Experience Management
ApplicationComponent,127500_Mindgram
ApplicationComponent,127759_VFS Ad Builder BrandMuscle
ApplicationComponent,127825_VFS China Artificial Intelligence Collection Call
ApplicationComponent,127996_VFS China Marketing Communication Mini-Program
ApplicationComponent,128229_Data Pond for Region Central East & East
ApplicationComponent,128307_VFS America PSF Pond
ApplicationComponent,128460_BC Rental Company IT
ApplicationComponent,128461_SAS Viya
ApplicationComponent,128794_VFS Americas eVault
ApplicationComponent,129015_CT Open Data VFS
ApplicationComponent,129216_VFS Global Business Central
ApplicationComponent,129329_VFS China Payment Allocation System
ApplicationComponent,129331_Aranzadi Fusion
ApplicationComponent,129579_Data Pond Region International
ApplicationComponent,129580_VFS China Communication Platform
ApplicationComponent,129581_VFS Customer Data Product
ApplicationComponent,129582_IVR - VFS (Paschoalotto)
ApplicationComponent,129753_Intractiv
ApplicationComponent,129917_Pond Financial Statements
ApplicationComponent,129918_Marsh
ApplicationComponent,129919_Data Pond Region SA
ApplicationComponent,129920_Data Pond Region North America
ApplicationComponent,129921_VFS Digital Engagement Powertrain
ApplicationComponent,129962_CTAPPBANCO
Goal,13 Be Heard & See Action
Outcome,13 Make a Compliant / Request / Question
BusinessProcess,13 Return Risk Score to Originations System
ValueStream,13 Security & Compliance
Requirement,13 Stationary
Driver,13 Tele Verification with the Customer
Requirement,"13.01 System send various dunning letters/emails/SMS/daily overdue reports/monthly account table (daily overdue report, monthly account table(台账) which include contract information, payment information, finance information., this report is needed both for Truck and CE (if dealer portal can be implemented, these report will move to dealer portal))"
Requirement,13.02 System send various dunning letters/emails/SMS/daily overdue reports/monthly account table: send dunning letter / SMS
BusinessProcess,130 Protection of Master Data and Information
BusinessProcess,130 Protection of Master Data and Information - India
BusinessProcess,130:1 Approve System Ownership
BusinessProcess,130:2 Approve Access to Master Data
BusinessProcess,130:3 Approve Master Data Changes
BusinessProcess,130:4 Protect Information
BusinessProcess,130:5 Approve Spreadsheet Changes
BusinessProcess,130:6 Perform Back-up
BusinessProcess,130:7 Approve Spreadsheet Functionality
BusinessProcess,130:8 Approve Spreadsheet Access
BusinessProcess,130:9 Local User Access Review
ApplicationComponent,130309_VFS India Video KYC
ApplicationComponent,130311_VFS India Collections
ApplicationComponent,130312_VFS India Wholesale
ApplicationComponent,130313_VFS India CRM
ApplicationComponent,130314_VFS India Digital Core
ApplicationComponent,130316_VFS India New LOS
ApplicationComponent,130317_VFS India Customer Portal
